Stage UID,Stage,Rank,Previous Stage Ranking,Change,Bib,Specialty,Rider,Age,Team,UCI,Bonis,Time,Delta
paris-nice:2026:2,2,36,51,,206,,Geens Jonas,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,37,39,,82,,Cras Steff,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,38,27,,47,,Vacek Mathias,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,39,41,,77,,Milesi Lorenzo,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,40,11,,112,,Donaldson Robert,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,41,89,,57,,Stannard Robert,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,42,34,,117,,Sütterlin Jasha,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,43,44,,3,,Armirail Bruno,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,44,56,,74,,Cepeda Jefferson Alveiro,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,45,31,,203,,Debruyne Ramses,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,46,30,,42,,Bernard Julien,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,47,64,,11,,Martínez Daniel Felipe,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,48,43,,43,,Kämna Lennard,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,49,62,,165,,Steinhauser Georg,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,50,95,,216,,Van Boven Luca,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,51,53,,6,,Piganzoli Davide,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,52,16,,211,,Menten Milan,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,53,59,,63,,Costiou Ewen,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,54,58,,177,,Træen Torstein,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,55,55,,1,,Vingegaard Jonas,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,56,68,,207,,Marsman Tim,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,57,84,,54,,Caruso Damiano,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,58,52,,75,,García Pierna Raúl,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,59,45,,101,,Prodhomme Nicolas,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,60,87,,83,,Eenkhoorn Pascal,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,61,24,,183,,De Gendt Aimé,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,62,80,,61,,Gaudu David,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,63,65,,21,,Onley Oscar,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,64,86,,134,,Izagirre Ion,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,65,91,,214,,Grignard Sébastien,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,66,92,,24,,Rodríguez Carlos,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,67,48,,33,,Arrieta Igor,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,68,32,,106,,Hoole Daan,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,69,70,,193,,Delbove Joris,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,70,83,,104,,Chamberlain Oscar,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,71,76,,36,,Sivakov Pavel,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,72,60,,142,,Barta Will,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,73,93,,51,,Martinez Lenny,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,74,75,,184,,de la Cruz David,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,75,69,,66,,Pacher Quentin,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,76,67,,181,,Dunbar Eddie,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,77,81,,65,,Molard Rudy,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,78,74,,136,,Rouland Louis,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,79,66,,182,,Christen Fabio,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,80,63,,163,,Baudin Alex,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,81,72,,197,,Vercher Mattéo,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,82,85,,126,,van Bekkum Darren,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,83,94,,23,,Kwiatkowski Michał,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,84,79,,205,,De Vylder Lindsay,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,85,77,,86,,Van den Bossche Fabio,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,86,36,,152,,de Jong Timo,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,87,78,,171,,Leknessund Andreas,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,88,71,,192,,Dauphin Florian,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,89,88,,5,,Kelderman Wilco,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,90,90,,143,,Haller Marco,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,91,82,,215,,Rutsch Jonas,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,92,73,,194,,Delettre Alexandre,,,,,08:10:24,00:00:12
paris-nice:2026:2,2,93,5,,131,,Fretin Milan,,,,,08:10:58,00:00:46
paris-nice:2026:2,2,94,17,,195,,Dujardin Sandy,,,,,08:11:28,00:01:16
paris-nice:2026:2,2,95,97,,167,,Walker Max,,,,,08:11:48,00:01:36
paris-nice:2026:2,2,96,100,,4,,Campenaerts Victor,,,,,08:12:26,00:02:14
paris-nice:2026:2,2,97,103,,55,,Gradek Kamil,,,,,08:12:43,00:02:31
paris-nice:2026:2,2,98,105,,32,,Oliveira Ivo,,,,,08:12:43,00:02:31
paris-nice:2026:2,2,99,104,,185,,Frison Frederik,,,,,08:12:43,00:02:31
paris-nice:2026:2,2,100,101,,35,,Politt Nils,,,,,08:12:43,00:02:31
paris-nice:2026:2,2,101,107,,107,,Scotson Callum,,,,,08:12:43,00:02:31
paris-nice:2026:2,2,102,109,,187,,Zukowsky Nickolas,,,,,08:12:49,00:02:37
paris-nice:2026:2,2,103,111,,132,,Allegaert Piet,,,,,08:12:56,00:02:44
paris-nice:2026:2,2,104,99,,196,,Le Berre Mathis,,,,,08:13:00,00:02:48
paris-nice:2026:2,2,105,96,,164,,MacKellar Alastair,,,,,08:13:20,00:03:08
paris-nice:2026:2,2,106,112,,137,,Thomas Benjamin,,,,,08:13:30,00:03:18
paris-nice:2026:2,2,107,102,,53,,Bauhaus Phil,,,,,08:13:32,00:03:20
paris-nice:2026:2,2,108,108,,45,,Skujiņš Toms,,,,,08:13:32,00:03:20
paris-nice:2026:2,2,109,113,,97,,Van Asbroeck Tom,,,,,08:13:37,00:03:25
paris-nice:2026:2,2,110,114,,25,,Tarling Joshua,,,,,08:13:37,00:03:25
paris-nice:2026:2,2,111,118,,157,,van Uden Casper,,,,,08:13:37,00:03:25
paris-nice:2026:2,2,112,116,,123,,Fedorov Yevgeniy,,,,,08:13:37,00:03:25
paris-nice:2026:2,2,113,115,,213,,Giddings Joshua,,,,,08:13:37,00:03:25
paris-nice:2026:2,2,114,121,,56,,Paasschens Mathijs,,,,,08:13:37,00:03:25
paris-nice:2026:2,2,115,122,,176,,Tiller Rasmus,,,,,08:13:37,00:03:25
paris-nice:2026:2,2,116,123,,151,,Martinez Juan Guillermo,,,,,08:13:37,00:03:25
paris-nice:2026:2,2,117,106,,76,,Hessmann Michel,,,,,08:13:47,00:03:35
paris-nice:2026:2,2,118,120,,115,,Mezgec Luka,,,,,08:14:11,00:03:59
paris-nice:2026:2,2,119,110,,113,,Durbridge Luke,,,,,08:14:16,00:04:04
paris-nice:2026:2,2,120,117,,16,,van Dijke Mick,,,,,08:14:19,00:04:07
paris-nice:2026:2,2,121,98,,114,,Gamper Patrick,,,,,08:14:39,00:04:27
paris-nice:2026:2,2,122,129,,124,,Kanter Max,,,,,08:15:00,00:04:48
paris-nice:2026:2,2,123,126,,111,,Ackermann Pascal,,,,,08:15:10,00:04:58
paris-nice:2026:2,2,124,132,,67,,Russo Clément,,,,,08:15:10,00:04:58
paris-nice:2026:2,2,125,134,,105,,De Pestel Sander,,,,,08:15:10,00:04:58
paris-nice:2026:2,2,126,135,,27,,Watson Samuel,,,,,08:15:10,00:04:58
paris-nice:2026:2,2,127,125,,145,,Kluckers Arthur,,,,,08:15:10,00:04:58
paris-nice:2026:2,2,128,133,,174,,Blume Levy William,,,,,08:15:10,00:04:58
paris-nice:2026:2,2,129,131,,62,,Cavagna Rémi,,,,,08:15:10,00:04:58
paris-nice:2026:2,2,130,127,,94,,Louvel Matis,,,,,08:15:10,00:04:58
paris-nice:2026:2,2,131,130,,46,,Söderqvist Jakob,,,,,08:15:10,00:04:58
paris-nice:2026:2,2,132,128,,153,,Hamilton Chris,,,,,08:15:52,00:05:40
paris-nice:2026:2,2,133,119,,52,,Arndt Nikias,,,,,08:15:56,00:05:44
paris-nice:2026:2,2,134,124,,144,,Kelemen Petr,,,,,08:16:14,00:06:02
paris-nice:2026:2,2,135,138,,102,,Bissegger Stefan,,,,,08:16:42,00:06:30
paris-nice:2026:2,2,136,145,,156,,Roosen Timo,,,,,08:16:42,00:06:30
paris-nice:2026:2,2,137,148,,122,,Conci Nicola,,,,,08:16:42,00:06:30
paris-nice:2026:2,2,138,149,,64,,Jacobs Johan,,,,,08:16:42,00:06:30
paris-nice:2026:2,2,139,140,,172,,Bystrøm Sven Erik,,,,,08:16:42,00:06:30
paris-nice:2026:2,2,140,143,,12,,Denz Nico,,,,,08:16:42,00:06:30
paris-nice:2026:2,2,141,146,,135,,Kirsch Alex,,,,,08:16:42,00:06:30
paris-nice:2026:2,2,142,136,,204,,Dehairs Simon,,,,,08:16:42,00:06:30
paris-nice:2026:2,2,143,147,,44,,Kragh Andersen Søren,,,,,08:17:24,00:07:12
paris-nice:2026:2,2,144,144,,14,,Thornley Callum,,,,,08:17:24,00:07:12
paris-nice:2026:2,2,145,14,,103,,Bol Cees,,,,,08:17:30,00:07:18
paris-nice:2026:2,2,146,139,,202,,Ballerstedt Maurice,,,,,08:17:31,00:07:19
paris-nice:2026:2,2,147,137,,34,,Herregodts Rune,,,,,08:18:04,00:07:52
paris-nice:2026:2,2,148,141,,217,,van Sintmaartensdijk Roel,,,,,08:18:04,00:07:52
paris-nice:2026:2,2,149,142,,73,,Castrillo Pablo,,,,,08:18:32,00:08:20
paris-nice:2026:2,2,150,151,,2,,Affini Edoardo,,,,,08:21:44,00:11:32
paris-nice:2026:2,2,151,152,,95,,Mullen Ryan,,,,,08:21:44,00:11:32
paris-nice:2026:2,2,152,150,,93,,Boivin Guillaume,,,,,08:21:44,00:11:32
paris-nice:2026:2,2,153,153,,155,,Naberman Tim,,,,,08:22:26,00:12:14
paris-nice:2026:4,4,1,7,,1,,Vingegaard Jonas,,,,,12:53:15,
paris-nice:2026:4,4,2,9,,11,,Martínez Daniel Felipe,,,,,12:54:07,00:00:52
paris-nice:2026:4,4,3,14,,165,,Steinhauser Georg,,,,,12:56:35,00:03:20
paris-nice:2026:4,4,4,2,,26,,Vauquelin Kévin,,,,,12:56:54,00:03:39
paris-nice:2026:4,4,5,21,,61,,Gaudu David,,,,,12:58:17,00:05:02
paris-nice:2026:4,4,6,34,,51,,Martinez Lenny,,,,,12:58:22,00:05:07
paris-nice:2026:4,4,7,99,,15,,van Dijke Tim,,,,,12:58:48,00:05:33
paris-nice:2026:4,4,8,18,,37,,Soler Marc,,,,,12:59:00,00:05:45
paris-nice:2026:4,4,9,48,,201,,Plowright Jensen,,,,,12:59:42,00:06:27
paris-nice:2026:4,4,10,23,,134,,Izagirre Ion,,,,,12:59:47,00:06:32
paris-nice:2026:4,4,11,55,,197,,Vercher Mattéo,,,,,13:00:17,00:07:02
paris-nice:2026:4,4,12,30,,141,,Rondel Mathys,,,,,13:00:51,00:07:36
paris-nice:2026:4,4,13,13,,163,,Baudin Alex,,,,,13:00:58,00:07:43
paris-nice:2026:4,4,14,3,,21,,Onley Oscar,,,,,13:01:52,00:08:37
paris-nice:2026:4,4,15,117,,16,,van Dijke Mick,,,,,13:01:55,00:08:40
paris-nice:2026:4,4,16,42,,121,,Tejada Harold,,,,,13:02:32,00:09:17
paris-nice:2026:4,4,17,5,,3,,Armirail Bruno,,,,,13:03:08,00:09:53
paris-nice:2026:4,4,18,85,,187,,Zukowsky Nickolas,,,,,13:03:19,00:10:04
paris-nice:2026:4,4,19,38,,171,,Leknessund Andreas,,,,,13:04:11,00:10:56
paris-nice:2026:4,4,20,100,,97,,Van Asbroeck Tom,,,,,13:04:44,00:11:29
paris-nice:2026:4,4,21,57,,154,,Märkl Niklas,,,,,13:05:58,00:12:43
paris-nice:2026:4,4,22,11,,47,,Vacek Mathias,,,,,13:07:10,00:13:55
paris-nice:2026:4,4,23,103,,62,,Cavagna Rémi,,,,,13:08:20,00:15:05
paris-nice:2026:4,4,24,79,,25,,Tarling Joshua,,,,,13:09:33,00:16:18
paris-nice:2026:4,4,25,10,,13,,Pithie Laurence,,,,,13:09:42,00:16:27
paris-nice:2026:4,4,26,12,,162,,Asgreen Kasper,,,,,13:09:56,00:16:41
paris-nice:2026:4,4,27,31,,81,,Paret-Peintre Valentin,,,,,13:10:18,00:17:03
paris-nice:2026:4,4,28,27,,117,,Sütterlin Jasha,,,,,13:10:26,00:17:11
paris-nice:2026:4,4,29,52,,96,,Sheehan Riley,,,,,13:10:57,00:17:42
paris-nice:2026:4,4,30,133,,111,,Ackermann Pascal,,,,,13:11:01,00:17:46
paris-nice:2026:4,4,31,51,,147,,Trentin Matteo,,,,,13:11:16,00:18:01
paris-nice:2026:4,4,32,8,,17,,Vlasov Aleksandr,,,,,13:11:28,00:18:13
paris-nice:2026:4,4,33,28,,22,,Godon Dorian,,,,,13:12:11,00:18:56
paris-nice:2026:4,4,34,26,,112,,Donaldson Robert,,,,,13:12:24,00:19:09
paris-nice:2026:4,4,35,54,,193,,Delbove Joris,,,,,13:12:45,00:19:30
paris-nice:2026:4,4,36,63,,194,,Delettre Alexandre,,,,,13:13:15,00:20:00
paris-nice:2026:4,4,37,69,,4,,Campenaerts Victor,,,,,13:13:55,00:20:40
paris-nice:2026:4,4,38,59,,167,,Walker Max,,,,,13:14:12,00:20:57
paris-nice:2026:4,4,39,131,,27,,Watson Samuel,,,,,13:14:15,00:21:00
paris-nice:2026:4,4,40,71,,152,,de Jong Timo,,,,,13:14:15,00:21:00
paris-nice:2026:4,4,41,73,,214,,Grignard Sébastien,,,,,13:14:24,00:21:09
paris-nice:2026:4,4,42,70,,161,,Lamperti Luke,,,,,13:14:34,00:21:19
paris-nice:2026:4,4,43,81,,185,,Frison Frederik,,,,,13:14:44,00:21:29
paris-nice:2026:4,4,44,101,,32,,Oliveira Ivo,,,,,13:14:59,00:21:44
paris-nice:2026:4,4,45,94,,5,,Kelderman Wilco,,,,,13:15:19,00:22:04
paris-nice:2026:4,4,46,113,,213,,Giddings Joshua,,,,,13:16:12,00:22:57
paris-nice:2026:4,4,47,82,,173,,Fredheim Stian,,,,,13:16:16,00:23:01
paris-nice:2026:4,4,48,139,,44,,Kragh Andersen Søren,,,,,13:16:31,00:23:16
paris-nice:2026:4,4,49,142,,12,,Denz Nico,,,,,13:16:36,00:23:21
paris-nice:2026:4,4,50,105,,126,,van Bekkum Darren,,,,,13:16:37,00:23:22
paris-nice:2026:4,4,51,102,,35,,Politt Nils,,,,,13:16:41,00:23:26
paris-nice:2026:4,4,52,120,,14,,Thornley Callum,,,,,13:16:53,00:23:38
paris-nice:2026:4,4,53,95,,166,,van den Berg Marijn,,,,,13:16:58,00:23:43
paris-nice:2026:4,4,54,106,,195,,Dujardin Sandy,,,,,13:17:01,00:23:46
paris-nice:2026:4,4,55,111,,7,,Zingle Axel,,,,,13:17:05,00:23:50
paris-nice:2026:4,4,56,114,,176,,Tiller Rasmus,,,,,13:17:43,00:24:28
paris-nice:2026:4,4,57,118,,36,,Sivakov Pavel,,,,,13:17:58,00:24:43
paris-nice:2026:4,4,58,152,,2,,Affini Edoardo,,,,,13:18:18,00:25:03
paris-nice:2026:4,4,59,124,,172,,Bystrøm Sven Erik,,,,,13:18:44,00:25:29
paris-nice:2026:4,4,60,130,,67,,Russo Clément,,,,,13:19:16,00:26:01
paris-nice:2026:4,4,61,136,,76,,Hessmann Michel,,,,,13:20:34,00:27:19
paris-nice:2026:4,4,62,29,,146,,Pluimers Rick,,,,,13:20:43,00:27:28
paris-nice:2026:4,4,63,16,,71,,Romeo Iván,,,,,13:20:47,00:27:32
paris-nice:2026:4,4,64,46,,92,,Askey Lewis,,,,,13:21:00,00:27:45
paris-nice:2026:4,4,65,50,,207,,Marsman Tim,,,,,13:21:11,00:27:56
paris-nice:2026:4,4,66,58,,86,,Van den Bossche Fabio,,,,,13:21:24,00:28:09
paris-nice:2026:4,4,67,62,,85,,Stuyven Jasper,,,,,13:21:38,00:28:23
paris-nice:2026:4,4,68,141,,174,,Blume Levy William,,,,,13:21:43,00:28:28
paris-nice:2026:4,4,69,138,,64,,Jacobs Johan,,,,,13:21:59,00:28:44
paris-nice:2026:4,4,70,66,,23,,Kwiatkowski Michał,,,,,13:22:22,00:29:07
paris-nice:2026:4,4,71,75,,104,,Chamberlain Oscar,,,,,13:22:57,00:29:42
paris-nice:2026:4,4,72,76,,83,,Eenkhoorn Pascal,,,,,13:23:01,00:29:46
paris-nice:2026:4,4,73,87,,191,,Turgis Anthony,,,,,13:23:37,00:30:22
paris-nice:2026:4,4,74,49,,203,,Debruyne Ramses,,,,,13:23:51,00:30:36
paris-nice:2026:4,4,75,92,,192,,Dauphin Florian,,,,,13:24:16,00:31:01
paris-nice:2026:4,4,76,98,,196,,Le Berre Mathis,,,,,13:24:23,00:31:08
paris-nice:2026:4,4,77,35,,54,,Caruso Damiano,,,,,13:25:35,00:32:20
paris-nice:2026:4,4,78,148,,34,,Herregodts Rune,,,,,13:25:40,00:32:25
paris-nice:2026:4,4,79,25,,101,,Prodhomme Nicolas,,,,,13:25:54,00:32:39
paris-nice:2026:4,4,80,32,,82,,Cras Steff,,,,,13:25:58,00:32:43
paris-nice:2026:4,4,81,110,,145,,Kluckers Arthur,,,,,13:25:58,00:32:43
paris-nice:2026:4,4,82,20,,63,,Costiou Ewen,,,,,13:26:02,00:32:47
paris-nice:2026:4,4,83,36,,42,,Bernard Julien,,,,,13:26:03,00:32:48
paris-nice:2026:4,4,84,40,,184,,de la Cruz David,,,,,13:26:06,00:32:51
paris-nice:2026:4,4,85,22,,65,,Molard Rudy,,,,,13:26:06,00:32:51
paris-nice:2026:4,4,86,47,,43,,Kämna Lennard,,,,,13:26:22,00:33:07
paris-nice:2026:4,4,87,112,,186,,Houcou Emmanuel,,,,,13:26:29,00:33:14
paris-nice:2026:4,4,88,33,,142,,Barta Will,,,,,13:26:35,00:33:20
paris-nice:2026:4,4,89,67,,175,,Løland Sakarias Koller,,,,,13:26:42,00:33:27
paris-nice:2026:4,4,90,41,,182,,Christen Fabio,,,,,13:26:43,00:33:28
paris-nice:2026:4,4,91,60,,206,,Geens Jonas,,,,,13:26:49,00:33:34
paris-nice:2026:4,4,92,15,,72,,Aular Orluis,,,,,13:26:54,00:33:39
paris-nice:2026:4,4,93,64,,66,,Pacher Quentin,,,,,13:26:57,00:33:42
paris-nice:2026:4,4,94,53,,74,,Cepeda Jefferson Alveiro,,,,,13:27:17,00:34:02
paris-nice:2026:4,4,95,39,,183,,De Gendt Aimé,,,,,13:27:22,00:34:07
paris-nice:2026:4,4,96,68,,33,,Arrieta Igor,,,,,13:27:26,00:34:11
paris-nice:2026:4,4,97,65,,77,,Milesi Lorenzo,,,,,13:27:27,00:34:12
paris-nice:2026:4,4,98,43,,212,,Braet Vito,,,,,13:27:29,00:34:14
paris-nice:2026:4,4,99,44,,84,,Pedersen Casper,,,,,13:27:33,00:34:18
paris-nice:2026:4,4,100,127,,102,,Bissegger Stefan,,,,,13:27:38,00:34:23
paris-nice:2026:4,4,101,56,,215,,Rutsch Jonas,,,,,13:27:49,00:34:34
paris-nice:2026:4,4,102,24,,136,,Rouland Louis,,,,,13:28:00,00:34:45
paris-nice:2026:4,4,103,104,,46,,Söderqvist Jakob,,,,,13:28:00,00:34:45
paris-nice:2026:4,4,104,61,,127,,Vinokurov Nicolas,,,,,13:28:07,00:34:52
paris-nice:2026:4,4,105,78,,143,,Haller Marco,,,,,13:28:22,00:35:07
paris-nice:2026:4,4,106,72,,216,,Van Boven Luca,,,,,13:28:25,00:35:10
paris-nice:2026:4,4,107,77,,164,,MacKellar Alastair,,,,,13:28:40,00:35:25
paris-nice:2026:4,4,108,83,,131,,Fretin Milan,,,,,13:28:53,00:35:38
paris-nice:2026:4,4,109,88,,55,,Gradek Kamil,,,,,13:29:16,00:36:01
paris-nice:2026:4,4,110,89,,125,,Teunissen Mike,,,,,13:29:20,00:36:05
paris-nice:2026:4,4,111,80,,211,,Menten Milan,,,,,13:29:26,00:36:11
paris-nice:2026:4,4,112,84,,24,,Rodríguez Carlos,,,,,13:29:26,00:36:11
paris-nice:2026:4,4,113,96,,123,,Fedorov Yevgeniy,,,,,13:29:57,00:36:42
paris-nice:2026:4,4,114,74,,133,,Coquard Bryan,,,,,13:30:29,00:37:14
paris-nice:2026:4,4,115,97,,91,,Girmay Biniam,,,,,13:30:54,00:37:39
paris-nice:2026:4,4,116,86,,137,,Thomas Benjamin,,,,,13:31:05,00:37:50
paris-nice:2026:4,4,117,108,,113,,Durbridge Luke,,,,,13:31:13,00:37:58
paris-nice:2026:4,4,118,93,,107,,Scotson Callum,,,,,13:31:52,00:38:37
paris-nice:2026:4,4,119,107,,151,,Martinez Juan Guillermo,,,,,13:32:11,00:38:56
paris-nice:2026:4,4,120,119,,153,,Hamilton Chris,,,,,13:32:15,00:39:00
paris-nice:2026:4,4,121,122,,135,,Kirsch Alex,,,,,13:32:16,00:39:01
paris-nice:2026:4,4,122,121,,53,,Bauhaus Phil,,,,,13:32:29,00:39:14
paris-nice:2026:4,4,123,126,,114,,Gamper Patrick,,,,,13:33:04,00:39:49
paris-nice:2026:4,4,124,109,,157,,van Uden Casper,,,,,13:33:33,00:40:18
paris-nice:2026:4,4,125,132,,156,,Roosen Timo,,,,,13:33:43,00:40:28
paris-nice:2026:4,4,126,149,,155,,Naberman Tim,,,,,13:34:29,00:41:14
paris-nice:2026:4,4,127,151,,93,,Boivin Guillaume,,,,,13:34:32,00:41:17
paris-nice:2026:4,4,128,150,,95,,Mullen Ryan,,,,,13:34:36,00:41:21
paris-nice:2026:4,4,129,140,,52,,Arndt Nikias,,,,,13:34:44,00:41:29
paris-nice:2026:4,4,130,115,,45,,Skujiņš Toms,,,,,13:34:53,00:41:38
paris-nice:2026:4,4,131,129,,105,,De Pestel Sander,,,,,13:35:29,00:42:14
paris-nice:2026:4,4,132,143,,144,,Kelemen Petr,,,,,13:35:55,00:42:40
paris-nice:2026:4,4,133,137,,94,,Louvel Matis,,,,,13:36:07,00:42:52
paris-nice:2026:4,4,134,128,,124,,Kanter Max,,,,,13:36:25,00:43:10
paris-nice:2026:4,4,135,147,,122,,Conci Nicola,,,,,13:37:41,00:44:26
paris-nice:2026:4,4,136,146,,103,,Bol Cees,,,,,13:37:59,00:44:44
paris-nice:2026:4,4,137,145,,204,,Dehairs Simon,,,,,13:38:58,00:45:43
paris-nice:2026:5,5,1,1,,1,,Vingegaard Jonas,,,,,17:22:06,
paris-nice:2026:5,5,2,2,,11,,Martínez Daniel Felipe,,,,,17:25:28,00:03:22
paris-nice:2026:5,5,3,3,,165,,Steinhauser Georg,,,,,17:27:56,00:05:50
paris-nice:2026:5,5,4,4,,26,,Vauquelin Kévin,,,,,17:28:15,00:06:09
paris-nice:2026:5,5,5,6,,51,,Martinez Lenny,,,,,17:29:43,00:07:37
paris-nice:2026:5,5,6,8,,37,,Soler Marc,,,,,17:30:21,00:08:15
paris-nice:2026:5,5,7,10,,134,,Izagirre Ion,,,,,17:31:08,00:09:02
paris-nice:2026:5,5,8,12,,141,,Rondel Mathys,,,,,17:32:12,00:10:06
paris-nice:2026:5,5,9,13,,163,,Baudin Alex,,,,,17:32:22,00:10:16
paris-nice:2026:5,5,10,14,,21,,Onley Oscar,,,,,17:33:29,00:11:23
paris-nice:2026:5,5,11,16,,121,,Tejada Harold,,,,,17:33:49,00:11:43
paris-nice:2026:5,5,12,11,,197,,Vercher Mattéo,,,,,17:33:50,00:11:44
paris-nice:2026:5,5,13,27,,81,,Paret-Peintre Valentin,,,,,17:41:15,00:19:09
paris-nice:2026:5,5,14,18,,187,,Zukowsky Nickolas,,,,,17:42:05,00:19:59
paris-nice:2026:5,5,15,17,,3,,Armirail Bruno,,,,,17:43:18,00:21:12
paris-nice:2026:5,5,16,19,,171,,Leknessund Andreas,,,,,17:44:21,00:22:15
paris-nice:2026:5,5,17,9,,201,,Plowright Jensen,,,,,17:44:35,00:22:29
paris-nice:2026:5,5,18,23,,62,,Cavagna Rémi,,,,,17:48:30,00:26:24
paris-nice:2026:5,5,19,32,,17,,Vlasov Aleksandr,,,,,17:50:12,00:28:06
paris-nice:2026:5,5,20,7,,15,,van Dijke Tim,,,,,17:50:20,00:28:14
paris-nice:2026:5,5,21,37,,4,,Campenaerts Victor,,,,,17:50:26,00:28:20
paris-nice:2026:5,5,22,28,,117,,Sütterlin Jasha,,,,,17:50:36,00:28:30
paris-nice:2026:5,5,23,35,,193,,Delbove Joris,,,,,17:52:55,00:30:49
paris-nice:2026:5,5,24,15,,16,,van Dijke Mick,,,,,17:53:27,00:31:21
paris-nice:2026:5,5,25,20,,97,,Van Asbroeck Tom,,,,,17:56:16,00:34:10
paris-nice:2026:5,5,26,51,,35,,Politt Nils,,,,,17:56:51,00:34:45
paris-nice:2026:5,5,27,36,,194,,Delettre Alexandre,,,,,17:57:26,00:35:20
paris-nice:2026:5,5,28,21,,154,,Märkl Niklas,,,,,17:57:30,00:35:24
paris-nice:2026:5,5,29,24,,25,,Tarling Joshua,,,,,17:57:33,00:35:27
paris-nice:2026:5,5,30,22,,47,,Vacek Mathias,,,,,17:58:42,00:36:36
paris-nice:2026:5,5,31,31,,147,,Trentin Matteo,,,,,17:59:16,00:37:10
paris-nice:2026:5,5,32,80,,82,,Cras Steff,,,,,17:59:28,00:37:22
paris-nice:2026:5,5,33,45,,5,,Kelderman Wilco,,,,,18:00:06,00:38:00
paris-nice:2026:5,5,34,96,,33,,Arrieta Igor,,,,,18:00:59,00:38:53
paris-nice:2026:5,5,35,25,,13,,Pithie Laurence,,,,,18:01:14,00:39:08
paris-nice:2026:5,5,36,50,,126,,van Bekkum Darren,,,,,18:01:24,00:39:18
paris-nice:2026:5,5,37,26,,162,,Asgreen Kasper,,,,,18:01:28,00:39:22
paris-nice:2026:5,5,38,54,,195,,Dujardin Sandy,,,,,18:01:51,00:39:45
paris-nice:2026:5,5,39,69,,64,,Jacobs Johan,,,,,18:02:09,00:40:03
paris-nice:2026:5,5,40,29,,96,,Sheehan Riley,,,,,18:02:29,00:40:23
paris-nice:2026:5,5,41,93,,66,,Pacher Quentin,,,,,18:02:35,00:40:29
paris-nice:2026:5,5,42,112,,24,,Rodríguez Carlos,,,,,18:02:54,00:40:48
paris-nice:2026:5,5,43,94,,74,,Cepeda Jefferson Alveiro,,,,,18:03:00,00:40:54
paris-nice:2026:5,5,44,72,,83,,Eenkhoorn Pascal,,,,,18:03:11,00:41:05
paris-nice:2026:5,5,45,104,,127,,Vinokurov Nicolas,,,,,18:03:13,00:41:07
